Source,Target,weight
joamer,OrwellsPipe,@OrwellsPipe @InfiniteAgera @simondolan Only for you 🤦‍♀️
Idontthinksokid,simondolan,@simondolan 77th brig just love to gainsay things like this. They failed selection for the real fighting.
GreenhafMyra,SApprentice11,@SApprentice11 @simondolan Agreed
Idontthinksokid,simondolan,@simondolan Not going to be so proud when the elderly start dropping like flies. That'll be put down to Winter Flu....
MCDuwkins,SApprentice11,@SApprentice11 @simondolan Vaccinations damage the thymus gland  as tort in my angelic reiki course level 1 and level 2 that's in my manual to warn me against
MCDuwkins,SApprentice11,@SApprentice11 @simondolan Trufe and fact 💓
LynnPag13705581,simondolan,"@simondolan The people that think our lives will go back to ""normal"", after the jab. https://t.co/HJbzVYlWRv"
SCRAP_IRON_RYAN,simondolan,@simondolan Shill
BrearleyDominic,simondolan,@simondolan sooo proud!
PoliticsAired,simondolan,"@simondolan Dismissing the rights/wrongs of the vaccine itself, well done @10DowningStreet on this one. Even if the vaccine is generally not required by the majority, it’s always nice to lead the world."
MrCommonSense01,simondolan,"@simondolan Oh piss off Dolan.

When you’ve moved back to Britain and started paying tax you can have a voice."
777Nicky,simondolan,@simondolan Never thought UK be that stupid 🙈 what ever happened to the fighting spirts and common sense. Too much fluoride and mk ultra?
paulabitchener,simondolan,@simondolan BILL GATES EXPLAINS WHY HE USES UK FIRST TO TRIAL HIS VACCINES.  At 50:45 minutes into this interview this evil man tells us.   https://t.co/LhOnycSH93
OrwellsPipe,InfiniteAgera,@InfiniteAgera @simondolan It is abnormal. https://t.co/jMarY436V0
Jamie66158199,LLastic,@LLastic @SApprentice11 @simondolan Hope so not this shit show is at to go on for 10 years
Jamie66158199,simondolan,@simondolan Wait till February march time they will drop like flies when they get the real virus then they will say it's a mutated strain
MarmadukeTuppy,AnonForced,"@AnonForced @AnnDeavall @simondolan Wee Dolan and his weenis, attacking the #NHS with impunity. Time to #boycottjotaaviation @jotaandygreen @Jotaaviation #jotaaviation and their #KBF chairman. @premierleague @PLCommunities"
anath86874384,simondolan,"@simondolan Maybe they agreed with Germany due to Nazi past, the UK will go first. Nürnberg style trials coming to Hancock et al, this is clear."
jimeekay,simondolan,@simondolan It’s not experimental you big baby.
caleb78629,simondolan,@simondolan Stupidity personified
InfiniteAgera,simondolan,"@simondolan It was already tested on 10,000 people beforehand
It's not abnormal for something with a lot of money and work force behind it to come out so quickly, especially since it's very similar in genetic make up to a disease we already have a vaccine for."
Simonofthe77th,simondolan,@simondolan So you actually don't understand the vaccine or its status. Interesting.  Are you still making disgusting comparisons with Nazi  war criminals btw?
vabene65,simondolan,@simondolan Same in 2009-2010 with H1N1 Swine Flu
MillyMillyvb,simondolan,@simondolan Sickening
AnonForced,MarmadukeTuppy,"@MarmadukeTuppy @AnnDeavall @simondolan They have a very small penis and there misuses don't fuck them cause they ugly as sin and talk bollocks, so they have to come on twitter so people can like their posts and make them feel good"
JN_Bespoke_Fit,simondolan,@simondolan @JakeGrayshon1 follow this guy he has some good info that cuts through the BS regarding this bullshit pandemic
StuartLancast73,simondolan,@simondolan I'm sickened by the level of compliance!
ebbo51,simondolan,@simondolan @C53758546Mandy Fuck off.
Legitscrutiny,simondolan,@simondolan And You should be ashamed!!
LLastic,SApprentice11,@SApprentice11 @simondolan But they can make it look as though it’s working. When vaccination reaches a certain level they will either reduce ct threshold on PCR test or switch to LFT oh! and they will stop testing asymptomatic people. Voila!!!! Problem gone! Praise heaped on govt for “success”
JanineWhiteley1,simondolan,@simondolan @EylesGeoff Do you know someone who has had the vaccine ? Or is it all on the MSM telling you people have had it 🤷‍♀️. Genuine question.
Boci_Tarka,simondolan,"@simondolan Yeah, but those citizens volunteered. If there were no volunteers at all, nada, zip, now that would've been more interesting."
NoneDisclosed,simondolan,"@simondolan There is a company that seems to be being wound up (a shell it seems) run from various addresses (inactive with £2 share capital, presume those coins are considerations like the queens shilling) any thoughts? https://t.co/PYNuU403L0"
MarmadukeTuppy,AnnDeavall,@AnnDeavall @simondolan And how do these #KBF traitors sleep with the thought of how they are desecrating the memory of all their grandfather’s fought for in the war? What is is with little men wanting to be dictators?
IvanaMariaB,Neacht,"@Neacht Lost public trust.

Next up: #vaccineINJURY"
IvanaMariaB,Neacht,"@Neacht Lost public trust.

Next up: #vaccineINJURY"
wavenezia,EefieMama,"@EefieMama @manavjivan @realDonaldTrump What's your point we were discussing trump?  I'm not sure what this has to do with Obama. Help me understand, Thank you."
MoeSchutte,sanaonline__,@sanaonline__ @realDonaldTrump Nope.
HelenCreamer4,realDonaldTrump,@realDonaldTrump Stupid man
LisaWileman1,realDonaldTrump,"@realDonaldTrump @POTUS It's past time for you to grow up! So put on your""BIG BOY PANTS"",AND CONCEDE TO PRESIDENT BIDEN.He and Kamala have a big job on there hands,fixing America back TOGETHER again"
yahoo121ali,realDonaldTrump,"@realDonaldTrump ✅The #Restart_opposition mottos:

✔The #National Motto:

Human beings are limbs of the same body!

✔The #Political Motto:

A thought modifies another thought!

✔The #Social Motto:

We only rise for the victory of wisdom!

#RestartLeader
#TheCyrusEmpire
#MAGA  #MIGA  #Cyrus_I"
jmrstocx,realDonaldTrump,@realDonaldTrump 29 days left of you're  Bs
jmrstocx,realDonaldTrump,@realDonaldTrump How did you grow up in Ny you spoiled pos
sowo25,realDonaldTrump,@realDonaldTrump @POTUS dont EVER think this vaccine is the answer.. HCQ
Lptorrence06,OilersFanSean,@OilersFanSean @manavjivan @realDonaldTrump Yeah it comes from Colorado.
DonnaLove222,realDonaldTrump,@realDonaldTrump Hey donnie. Pardons are meant to be for people wrongly imprisoned or grossly over sentenced. Not for your flat out criminal buddies.
jordannashty,Logan64803755,"@Logan64803755 @chenweihua @realDonaldTrump What I'm doing with my life is none of your concern. ""Dev ops engineer at major fin tech"" means literally nothing to me, but I hope the job treats you well!"
jan_auerbach,realDonaldTrump,@realDonaldTrump Still waiting.....
JudiLConway,realDonaldTrump,"@realDonaldTrump Veto that bill!!!!!!   Please!!!!
We love you President Trump!!"
AFirstLadyWhite,realDonaldTrump,@realDonaldTrump Nobody taking that stuff you POS 💩💩
MarkFoxInSocks,realDonaldTrump,"@realDonaldTrump Pretty sure it was just regular approved. Hyperbolic effusiveness doesn't exist in regulatory approval.
#DementiaDonald"
MicheleMangiav2,realDonaldTrump,@realDonaldTrump @POTUS Please What Do You Have To Lose 🇺🇸 President Trump 20/20 WON
KatoNeg11,GonzoNorthWest,"@GonzoNorthWest @lastautobot1 @realDonaldTrump If they haven’t come out yet, then they’re never coming out because they never existed."
CDidjeridu,AbuRaziel,"@AbuRaziel @itsJeffTiedrich @realDonaldTrump LETTERS TO AN EX-PRESIDENT

Dear Donald,

Out last line of defense has fallen.

Putin called Biden President Elect. It was a rather cold welcome, still…

WHO COULD IMAGINE WE’D BE ‘’GRABBED BY THE PUTIN’’!

Well… ELECTION HAPPENS.

Bada-Bing wishes.

Me. https://t.co/PwbQ9kFCHm"
CDidjeridu,itsJeffTiedrich,"@itsJeffTiedrich @realDonaldTrump LETTERS TO AN EX-PRESIDENT

Dear Donald,

Out last line of defense has fallen.

Putin called Biden President Elect. It was a rather cold welcome, still…

WHO COULD IMAGINE WE’D BE ‘’GRABBED BY THE PUTIN’’!

Well… ELECTION HAPPENS.

Bada-Bing wishes.

Me. https://t.co/PwbQ9kFCHm"
CDidjeridu,realDonaldTrump,"@realDonaldTrump LETTERS TO AN EX-PRESIDENT

Dear Donald,

Out last line of defense has fallen.

Putin called Biden President Elect. It was a rather cold welcome, still…

WHO COULD IMAGINE WE’D BE ‘’GRABBED BY THE PUTIN’’!

Well… ELECTION HAPPENS.

Bada-Bing wishes.

Me. https://t.co/PwbQ9kFCHm"
LAndrews1960,realDonaldTrump,@realDonaldTrump Yeah because you have stocks with your friend that refuses to either quit or sell the stocks!
GonzoNorthWest,lastautobot1,"@lastautobot1 @KatoNeg11 @realDonaldTrump Those will be wiped clean or ""disappeared"" to Ukraine like the mysterious HRC server and Hunters laptop...."
lindajft,sanaonline__,"@sanaonline__ @realDonaldTrump STOP THE LIE, accept defeat"
lindajft,realDonaldTrump,@realDonaldTrump With no help from you or the Covid spreading team
ehtisham_a,sallyeastman1,"@sallyeastman1 @TheRightMelissa @Sarah25540235 @realDonaldTrump You Want To Grow Your Amazon eBay or Shopify Business I Have All Tools In My Bag
https://t.co/lMfVg9wm3y"
ehtisham_a,PoliHick,"@PoliHick @TheRightMelissa @realDonaldTrump You Want To Grow Your Amazon eBay or Shopify Business I Have All Tools In My Bag
https://t.co/lMfVg9wm3y"
ehtisham_a,DerekVMorrison,"@DerekVMorrison @TheRightMelissa @realDonaldTrump You Want To Grow Your Amazon eBay or Shopify Business I Have All Tools In My Bag
https://t.co/lMfVg9wm3y"
lastautobot1,KatoNeg11,@KatoNeg11 @GonzoNorthWest @realDonaldTrump Wait until Biden gets ahold of the server with all of the call transcripts for the last 4 years.
GaertnerMarla,realDonaldTrump,"@realDonaldTrump Go away, Big Loser!"
ridingoutstorms,realDonaldTrump,@realDonaldTrump But but the unnamed “experts” on the news said this could never happen! How could they have gotten information so wrong? 🤔🤭
Logan64803755,JeffRegan15,"@JeffRegan15 @BetsyJFordIsaac @murray_nyc @realDonaldTrump Yeah there is a lot of progress there, I actually have a top floor 4 beddy out in Shanghai. Pretty nice to visit in the winter"
Logan64803755,jordannashty,"@jordannashty @chenweihua @realDonaldTrump Same kid is a Dev Ops Engineer at a major fin tech, what are you doing with your life :)"
cachenca,ltemples7,"@ltemples7 @banditelli @realDonaldTrump So u have no answer for my question at all, ok nice try though"
ltemples7,applex572,@applex572 @banditelli @realDonaldTrump Keep believing the talking heads and drinking the koolId https://t.co/bt7e26k69l
Moglobal2,LightVision777,"@LightVision777 @realDonaldTrump Fantastic question . The vaccine actually solves a health,moral,economic political and social issue.. We need to stop deaths (one death is too many)and stop lockdowns . We need life to go back to normal. We need to shake hands and stop social distancing . A vaccine solves all."
blond_small,realDonaldTrump,@realDonaldTrump Please don’t act like you all of a sudden care!! You fraud!  Take you filthy family and get out of our White House!
777lonesomedove,realDonaldTrump,@realDonaldTrump No thanks 🙏🏻
TrustJesusAlone,Cynthia88322059,"@Cynthia88322059 @realDonaldTrump Rejecting Christ dooms you to hell! We are NOT in the GREAT TRIBULATION where the mark of the beast comes into being. Soon...not here, not now."
TrustJesusAlone,Cynthia88322059,"@Cynthia88322059 @realDonaldTrump Amen! Get out of your head, and into the word of God...Rev 8:8, Rev 13..this vaccine for this pan Dem ic is not necessary and likely toxic. They will succeed when God allows them to and not before."
TrustJesusAlone,Cynthia88322059,"@Cynthia88322059 @realDonaldTrump How dare I speak truth? Please study scripture for yourself...better use of your time that attacking me, a believer who loves you...
John 17:17

“Sanctify them through thy truth: thy word is truth.”"
TrustJesusAlone,Cynthia88322059,"@Cynthia88322059 @realDonaldTrump AGREE!  IT ISN'T NEEDED! IT'S A SCAM! TOTALLY EXAGERATED FEAR PANDEMIC! THAT IN ITSELF SHOULD WARN PEOPLE TO REFUSE IT!read my posts! It’s toxic,  not THE MARK"
IHateTheRealDo1,sanaonline__,@sanaonline__ @realDonaldTrump FIGHT FOR HIM?? HE'S A LOSER
Ann57153429,stephaniek817,"@stephaniek817 @LabyrinthWeaver @realDonaldTrump January???   Wow, didn't realise he knew about virus then"
Snugglemouse69,RellikNevim,"@RellikNevim @Chuckjson @sanaonline__ @realDonaldTrump You do realize at this point there is zero avenues for him to win? Biden won Trump is out, and only way he could win at this point would be to commit Treason, so yeah he is out, sorry."
Followy46217508,Angelamineweas1,@Angelamineweas1 @elvievin @TinfoilMama @Legrimoirefran1 @realDonaldTrump Yeah but they suspended my accound legrimoirefran1.
EdithKHALL2,realDonaldTrump,@realDonaldTrump But you refuse to wear a mask....MORON!!!
Pearl61156705,realDonaldTrump,@realDonaldTrump Thank you President Trump God bless
Albusaurifodin1,realDonaldTrump,"@realDonaldTrump while our citizens are struggling through the country, they send billions of dollars to other nations.

Pure Insanity – Democrats’ “Stimulus” Bill Gives $600 To Struggling Americans – But More Than $2 Billion to Africa and Asia! https://t.co/45OPe85Jqv"
Albusaurifodin1,realDonaldTrump,"@realDonaldTrump “We are fighting together to defend the nation we love,”

Sen. Ted Cruz: Anyone ‘Involved in Voter Fraud’ Should Be Prosecuted, Jailed https://t.co/KbVIyHqN2c via @epochtimes"
MissAriannaNoel,realDonaldTrump,"@realDonaldTrump I'M NOT GOING TO GO TO WORK ANYMORE UNTIL YOU STOP THE GOVERNMENT FROM STEALING MONEY OUT OF OUR PAYCHECKS FOR ""TAXES‼"" THAT'S WHAT MATTERS TO ME‼ I'M BEING ROBBED OF MY HARD EARNED MONEY I EARNED MYSELF JUST SO IT CAN BE SENT TO ART GALLERIES &amp; FOREIGN COUNTRIES‼ FUCK THAT‼"
Cynthia88322059,realDonaldTrump,"@realDonaldTrump You betray us! That's Gates vaccine! No restrictions! Kills thousands! We do not need it! 
We need truth!"
Cynthia88322059,TrustJesusAlone,"@TrustJesusAlone @realDonaldTrump Sometimes the most dangerous people; are religious Christians who are in their heads! Most Christians are in denial this IS 
the end days!  The 1 world gov 
is making it's move to take over 
globally! Unless we resist this deception and the lies; they will succeed early!"
Cynthia88322059,TrustJesusAlone,"@TrustJesusAlone @realDonaldTrump How dare you presume you know the 'chip' is not in this vaccine! 
Its got ALL THE MARKINGS OF IT; THE FORCED CHIP! EITHER WAY; IT ISN'T NEEDED! IT'S A SCAM! TOTALLY EXAGERATED FEAR PANDEMIC! THAT IN ITSELF SHOULD WARN PEOPLE TO REFUSE IT!"
humanestatistic,realDonaldTrump,"@realDonaldTrump Please, the world needs to know the truth.The Vatican Congregation for the Doctrine of the Faith says it ""is morally acceptable to receive Covid-19 vaccines that have used cell lines from aborted fetuses in their research and production process.” (Vatican News) #babieslivesmatter"
LovdG,realDonaldTrump,@realDonaldTrump @Mike_Pence Great job
pat81455607,realDonaldTrump,"@realDonaldTrump @POTUS Mr. President, veto that so called stimulus package that gives billions to foreign countries and peanuts to the American people.  Remember your slogan... America first. 
This would be a great insult to the American people."
jojoru76,LightVision777,@LightVision777 @realDonaldTrump You really can’t be that dumb
LightVision777,jojoru76,"@jojoru76 @realDonaldTrump Oh, sorry... 99.75%-99.875% recovery rate."
jojoru76,LightVision777,@LightVision777 @realDonaldTrump Because it doesn’t have a 99% recovery rate. You’re an idiot.
GlenAKW,blagogirl,@blagogirl @realDonaldTrump Oh God you have got to be joking
Ben94490469,realDonaldTrump,"@realDonaldTrump @POTUS Trump ! we must pray for you.

Psalms 103:6 

The Lord gives decisions in righteousness for all who are in trouble. https://t.co/F5KLGGkjOR"
Schnuppy6,realDonaldTrump,"@realDonaldTrump @POTUS We already know this, your are repeating what has already been done by other people."
jonie_ziegler,realDonaldTrump,@realDonaldTrump How come some people are having bad reactions to it :( ? Doesn’t seem safe not that I want a vaccine anyways here in 🇨🇦
Loreenaf68,realDonaldTrump,"@realDonaldTrump @POTUS Moderna doesn't have RNA crap in it, If I am correct.If I took vaccine,THAT would be the one sir!"
BrianCraigShow,realDonaldTrump,"@realDonaldTrump Should #Trump Appoint #SidneyPowell as #SpecialCounsel?

https://t.co/h8NqP62m7W"
bruneljeanmiche,realDonaldTrump,"@realDonaldTrump Officials finally found a case of a dead person voting, 
Bruce Bartman, a 70-year-old from Pennsylvania, has beencharged with voter fraud. He pretended to be his dead mom to vote for President Donald Trump in the 2020 election and registered his dead mother-in-law to vote."
layton_skip,jimmcdermott541,@jimmcdermott541 @manavjivan @realDonaldTrump Stealing the money for the phony wall.
layton_skip,bgarber2170,"@bgarber2170 @jimmcdermott541 @manavjivan @realDonaldTrump Welll buckaroo, that sure puts the fucking lid on his- ""Trumps"" election bullshit dosn't it?"
BobMertz6,realDonaldTrump,"@realDonaldTrump @POTUS CONSPIRACY THEORY;
81 million people plotted against Trump to vote him out.

REALITY;
81 million people united against Trump to vote him out."
Teresa15305843,GSeligit,"@GSeligit @truthseeker6761 @aaraujo71 @sanaonline__ @realDonaldTrump @POTUS Next 4years where , not in the WH , the election is over so......"
Human85894078,KannaKa09523184,"@KannaKa09523184 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse Here's my point. Trump is a loser. He can't handle being President.
Biden won. Go help Donald pack."
KannaKa09523184,Human85894078,@Human85894078 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse That is loaded with multiple ad hominems instead of actually making a point
Human85894078,KannaKa09523184,"@KannaKa09523184 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse It's not my job to provide you with evidence. Mr Grab them by the 🐈 is well known for his disregard and disrespect for women.
But you dumbass cult followers get all bent out of shape about Biden ""sniffing"" kids."
ProfGranPops,mrshelpmeet,"@mrshelpmeet @Rod15980901Rod @TheRightMelissa @realDonaldTrump Question:

Who does the Aryan nation support
The Proud boys
The Neo Nazis
The white supremacists
The Kkk
Richard Spencer
David Duke
American Freedom Party,
Council of Conservative Citizens

I can name many more, please tell me which candidate did they support?"
KannaKa09523184,Human85894078,@Human85894078 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse ‘We know he likes them young’ no you didn’t provide any evidence. All you are speaking is rhetoric
Human85894078,KannaKa09523184,"@KannaKa09523184 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse There are court papers. She dropped the case once because of threats.
We all know Donald likes them young.
And how he makes all of his lady friends sign a non disclosure contract."
DagoGar72847060,realDonaldTrump,"@realDonaldTrump Russia hacks US government offices, Trump and the Russian Republicans say nothing. 

Russia pays for killing American soldiers, Trump and the Russian Republicans say nothing.

OPEN YOUR EYES!

A Vote for Perdue &amp; Loeffler is a vote for Russia.

https://t.co/LYS3oKhZLX"
KannaKa09523184,Human85894078,@Human85894078 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse Is there actual evidence to say trump raped a kid
HarleyRoad2,realDonaldTrump,@realDonaldTrump Thank You! Awesome work on this!
mrshelpmeet,ProfGranPops,"@ProfGranPops @Rod15980901Rod @TheRightMelissa @realDonaldTrump You, sir, are quite the discriminator!

By your rationale, many Democrats are racists. Like your boy Biden using the term Shylock, “Poor kids are just as bright and just as talented as white kids,” and “You ain’t black” if you don’t vote for him. 

C’mon man, don’t be ignorant."
Human85894078,KannaKa09523184,"@KannaKa09523184 @TracyP_1976 @soloyochapin @itsJeffTiedrich @realDonaldTrump @JoeBiden @WhiteHouse And so did every other elected official in the whitehouse at that time. Biden didn't do it on his own.
Liking children isn't a crime. What Donald and his friend Epstein did to a 13 year old girl is.
If you want to fling shit I have WAY more ammunition than you do."
plantman2310,plantman2310,@RebelRancher @Adam_Puzio @LallyB9004 @tturnt1 @realDonaldTrump Funny watching these people defend their “education” and fight the truth just to protect their tiny lil fragile egos or their paychecks. Cognitive dissonance at its finest. I have had family members do the same and I just sit back and observe. Can’t win em all. ✌️
AgentOr71730023,EmilahP,@EmilahP @Perch313 @realDonaldTrump Can't wait. That is the patriotic thing to do. You protect yourself and others.
TinfoilMama,Angelamineweas1,@Angelamineweas1 @elvievin @Legrimoirefran1 @realDonaldTrump Another BIG scamm!
plantman2310,LallyB9004,@LallyB9004 @tturnt1 @RebelRancher @Adam_Puzio @realDonaldTrump It’s possible to control. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🤦https://t.co/yDsY2a82OS
EmilahP,AgentOr71730023,"@AgentOr71730023 @Perch313 @realDonaldTrump Who cares, I hope you step right up and take the vaccine!! Maybe film it so everyone can see you getting yr shot! We look forward to seeing that film"
AgentOr71730023,EmilahP,"@EmilahP @Perch313 @realDonaldTrump It should say ""killing"" not ""liking"". I would assume that people not taking the vaccine will be banned from some activities, to protect themselves and others."
LightVision777,jaine_ross,@jaine_ross @politicalwraith @realDonaldTrump And i said its quite factual and good day. 👋
jaine_ross,LightVision777,@LightVision777 @politicalwraith @realDonaldTrump I said good day
LightVision777,jaine_ross,"@jaine_ross @politicalwraith @realDonaldTrump Actually, its quite factual. 
Good day 👋"
HeidiTruth,realDonaldTrump,"@realDonaldTrump @SenatorLoeffler @Perduesenate you both support a RAVING LUNATIC who is threatening this country with Marshall Law to keep him in the White House. @staceyabrams and ALL GEORGIANS, the WORLD is depending on you to weather the storms, long lines and stress to FIRE @senatemajldr."
abuddy,MonoromWu,"@MonoromWu @realDonaldTrump Yes, so much better than the bleach cocktail @realDonaldTrump proposed."
BrookePrenderg2,realDonaldTrump,"@realDonaldTrump Why don’t you do the rest of your job?  Where is UK ban you should have put into effect immediately? You want to be praised for vaccines but how about the horrendous loss of life that you must take responsibility for? Oh, that’s right, COVID almost over...right around the corner!"
RandyE93191310,realDonaldTrump,@realDonaldTrump No thanks to you
EmilahP,AgentOr71730023,@AgentOr71730023 @Perch313 @realDonaldTrump What does that mean?
jaine_ross,LightVision777,@LightVision777 @politicalwraith @realDonaldTrump If you believe that then you have my pity.  I will bid you good day
lindanye6615,realDonaldTrump,@realDonaldTrump IF IT WASN'T FOR PRESIDENT TRUMP WE WOULDN'T HAVE A VACCINE YET!!! THANK YOU PRESIDENT TRUMP!
MarkWilderman1,realDonaldTrump,@realDonaldTrump @POTUS And you’re responsible for this why? You had absolutely nothing to do with it. You’re a moron
LightVision777,jaine_ross,@jaine_ross @politicalwraith @realDonaldTrump Then you should know that masks do not protect anyone from Covid-19.
jaydill19,LightVision777,@LightVision777 @jaine_ross @politicalwraith @realDonaldTrump This is false
DianeS20024312,DrMadej,@DrMadej @Anontruther911 This Jew was the one that gave us Mad Cow disease..research it.
milanhauth,DrMadej,"@DrMadej @Anontruther911 good drug dealers take their own stuff too.
""you first"" is a better warranty than some ""educated guess"""
brooklenn2,DrMadej,@DrMadej Bahaha they think we’re stupid.
brooklenn2,RohlinInc,@RohlinInc @DrMadej 😳 woah!
Rome42885338,DrMadej,@DrMadej Do people actual believe these pigs will take their own poison ? I don't think so. Maybe they will use a fake empty syringe for the cameras instead!
SaintLover5,DrMadej,@DrMadej The one responsible for MADCOW Disease https://t.co/p59tl4jKDW
BARBARA02048143,DrMadej,"@DrMadej WHY IS TRUMP TRYING TO PUSH THE VACCINE???
IT IS DANGEROUS!!!!!!!!!!!!!!!"
TheRev1953,DrMadej,@DrMadej Oh but he should....I am a senior and I am donating mine to Joy Behar who is also a senior so she should be ahead of me in line anyway.
xxxxxtzzzzyyyyy,DrMadej,"@DrMadej https://t.co/EVNY98pkA8
Dr.Robert Willner calls fraudci a Liar , killer, and Scoundrel guilty of genocide of the worst order. Timestamps 7:25, 20:35, 23:45"
sageandhoney_,DrMadej,"@DrMadej Of course not... logically speaking... if this was so deadly who would be the first people to get it? The globalists, elites and celebrities. Globalists call the elderly and low income ppl “useless eaters” do you really think they care about people?"
AndrewP94145670,DrMadej,@DrMadej Let him just cut along in there. Nobody is going to complain
mcdunnough_i,JohnApp00550195,"@JohnApp00550195 @DrMadej So 1 worker had puffy eyes and a scratchy throat for 1 hour &amp; has recovered and the other had a more serious reaction but is recovering well.

So 1 significant in real-world terms reaction, meanwhile today 3,656 people in the US DIED from COVID and 113,069  are hospitalized."
Darpigg,DrMadej,@DrMadej 🤣🤣 yeah I'm sure if it was an outbreak of ebola he'd cut in the line 🤣🤣
ahe6188,DrMadej,@DrMadej He's not stupid to drink his own poison.Thats 4 dumb morons who believe him&amp;his likes that there is a pandemic
PrepperCarolina,DrMadej,"@DrMadej He'll ""get it"" when the script tells him to. They are following the script. I still can't believe how people can't see how fake all of this is."
roncoortiz,DrMadej,"@DrMadej The Pharma Cartel: Never get high on your own supply right?! They are all the same. Some with suit &amp; ties, and some don’t. But they are still the same. Corrupt, liars, thieves and evil doers against the well being of humanity. #Corruption https://t.co/b9f1VHUSV8"
PorcelainTear,DrMadej,"@DrMadej hahaha The poor wanker and his likes, afraid of their own sciences and poisons. Good enough for our veins but not their own. 
What diabolical cowards and people trust with these little shites.
@pfizer @moderna_tx"
RichardGSchulm2,DrMadej,"@DrMadej Says a man running a sociopathic corporation. If it safe and effective, he’s had his already, but more likely he’s waiting to see how many sheep die from it. I don’t see him volunteering to give up that liability exemption."
Stephan73796722,DrMadej,@DrMadej Same thing the governor said in my state.
guidedheart,DrMadej,"@DrMadej That says everything, doesn’t it? If there were truly a pandemic and dead bodies were piling up they’d be the first ones to take it. Greedy people live for their own gain only. Me first!"
markq,DrMadej,"@DrMadej Fake ""getting the Covid shot"" by injecting a harmless fluid or using a retractable syringe. 
https://t.co/GsuZ2ifA3r

#ZombieVaccine"
Ricky37927130,DrMadej,@DrMadej He must be vaccinated  to prove that vaccine is safe.
YahshuaisLord7,DrMadej,"@DrMadej Ohh, how sweet of him"
ravioli56,DrMadej,"@DrMadej If it worked and was safe and Covid was a real threat to most ppl, you better believe this guy would elbowing grandma out of the way to get it"
djBarren,DrMadej,@DrMadej Didn't this guy start mad cows disease?
AmeliaBedelia99,DrMadej,@DrMadej I wish Americans knew how much $$ Pfizer has shelled out in law suits for killing or injuring their fellow man &amp; then to know that they now are exempt from hurting or killing you e this vaccine
Polkadotlady28,DrMadej,@DrMadej Or Trump and his staff. They are being so “selfless” https://t.co/M8gv73Kvy9
ionse,DrMadej,"@DrMadej He knows his Vaccine killed 6 people but how when 4 of those supposedly received the Placebo? But if that were true , then the placebo was not sugar or water."
jps8889,DrMadej,"@DrMadej Sure ""trust the science""....but when side- effects occur - suddenly the ""science"" disappears"
BobbyBoombatz,DrMadej,@DrMadej That's like telling your high school teacher that you didn't hand in your homework because your dog ate it. People at that level and above will NEVER take the vaccine that is given to the peasants. NEVER.
thaterinb,DrMadej,@DrMadej Like he’ll ever get it 🙄
GargamelAzrael1,DrMadej,@DrMadej Touching 😢 🤪
youutube88,DrMadej,"@DrMadej If anyone actually needed this vaccine he would've gotten a dose a year ago and be selling it for 10 grand a dose.

What? After fucking decades NOW all of a sudden big pharma grew a Christmas Grinch heart right at the end?

Pfffft. What a sick joke."
PaOndrej,DrMadej,"@DrMadej It's only one vaccine geez! He can just take it easily. For instance, if the demand is 100 vaccines, he can produce 101, and take that 'one' extra vaccine! WatDaHeck! This is non sense! I'm more convinced to not take it. Pure evil! Literally, give him a taste of his own medicine!"
RohlinInc,DrMadej,@DrMadej Didn't he dump his stock too?
1iskefiyeli_,1iskefiyeli_,"@DrMadej I am Turkish, but I do not trust those two Turks who say they found the vaccine."
1iskefiyeli_,1iskefiyeli_,@DrMadej Pfizer company should be examined. Let him explain the results of his previous vaccine studies in Africa. Let him explain the number of people he crippled or killed.
1iskefiyeli_,DrMadej,@DrMadej They patented the vaccine without disclosing that they had found the vaccine. They also opened the company shares to the New York stock market before they found the vaccine. Bill Gates donated $ 155 million and then $ 75 million.
PapaBear1713,DrMadej,@DrMadej If his name’s on it he should’ve been first in line. Don’t trust this crap people. They’re warning you about deaths from it and Bell’s palsy. This thing was shotgunned in like the space race and it hasn’t been tested. YOU’RE the test!
JamilMu66448666,DrMadej,@DrMadej What a surprise and if they do have a shot I bet it's a placebo!
Terabyteman,DrMadej,@DrMadej The lowest level of Hell is reserved for the  hypocrites .
ciciban,DrMadej,@DrMadej Such a nice guy! 😂😂😂
imp_sea,DrMadej,@DrMadej Of course https://t.co/n0afrynmqu
TruthBegetsLife,DrMadej,@DrMadej All of these people who know the truth are waiting for you and I to take this #VaccineInjury filled nonsense first before they do. No thank you. I’ll pass. #Sheeple
TruthBegetsLife,DrMadej,@DrMadej All of these people who know the truth are waiting for you and I to take this #VaccineInjury filled nonsense first before they do. No thank you. I’ll pass. #Sheeple
dk74297073,DrMadej,@DrMadej 🤣🤣🤣of course!
DocDruCinCity,DrMadej,"@DrMadej Never will our bodies are built for this, or mine is at least"
