Source,Target,weight
hobys3418,realDonaldTrump,@realDonaldTrump BREAKING: Wisconsin Supreme Court tosses Trump’s bogus election lawsuit
Abubaka18267247,realDonaldTrump,@realDonaldTrump You should be the person to try it sir ur excellence
nmlinguaphile,5f4d7bb000e0435,@5f4d7bb000e0435 @realDonaldTrump Why would I take a vaccine for a mild cold I already had?  I’m doing my part for the tiny portion of people at real risk by donating convalescent antibody plasma monthly at the Red Cross.
TravisDrago,realDonaldTrump,@realDonaldTrump Is that why pence got it first before all the front line workers?
5f4d7bb000e0435,nmlinguaphile,@nmlinguaphile @realDonaldTrump I guess you have a lot of faith in Trump. You won't even take a vaccine he wants credit for.
5f4d7bb000e0435,realDonaldTrump,@realDonaldTrump If you were a real man you'd be first in line!!
TwitizenDrump,realDonaldTrump,"@realDonaldTrump I hear you’re getting the new untested vaccine for stupid. All 75 million of your followers have signed up. Such loyalty. Such idolatry. I mean, really, how much are you willing to give up to get a few more bucks and be the golden calf?"
GonzalezRyu,Koreanfalsechar,@Koreanfalsechar @Ooter1 @realDonaldTrump I know how the guys mind works and believe me anyone who thinks he's a good president definitely has been brainwashed
TruthsSword1,1972patriot,"@1972patriot @IN144ITY @GoyimWolfgang @LauraMagdalene4 @realDonaldTrump Yep...but unsure if that was Bill Gates at the briefing. Soon the Lord will come to judge all of the nations.   Anyone who will humble themselves and call on the name of the Lord  shall be saved.

https://t.co/Srndj2LtIi"
MikeDaddyByrne1,realDonaldTrump,@realDonaldTrump Peace and best wishes to you and your family Mr. President
IN144ITY,1972patriot,"@1972patriot @GoyimWolfgang @LauraMagdalene4 @realDonaldTrump Omg dude, it's all true. Thank you, I did somewhat extensive research into GFP (green-flouresent protein) prior to fully understanding what their intention In harnessing it was, and the relationship to luciferace was.. this makes it all SO clear..

 and downright DIABOLICAL!!😳"
IN144ITY,1972patriot,"@1972patriot @GoyimWolfgang @LauraMagdalene4 @realDonaldTrump WOAH, thank you for that, basically just verified what I was suspecting them to be talking about in all the technical terminology I was reading, but this is plain as day, they don't want ANY passionate people around who may be capable of swaying somebody's opinion.."
1972patriot,IN144ITY,"@IN144ITY @GoyimWolfgang @LauraMagdalene4 @realDonaldTrump You've connected the dots &amp; reached the proper conclusion. 

From the demons own mouth 👇

""Just WOW! Bill Gates proposes a vaccine to inhibit Religious Ideology to the CIA, Circa 2005 ..... ""to Kill the God Gene""""

https://t.co/qLAeFsEd1t"
LauraDor88,realDonaldTrump,"@realDonaldTrump I actually admire this, as much as DT is a bit of a sponge at times, this is admirable."
LRalphs,realDonaldTrump,@realDonaldTrump Well thanks to you most of them have had COVID anyway!
esau72x,Faith_By_Works,"@Faith_By_Works Glad we agree on this important point, ie false prophets have muddied the
facts &amp; are propagating something that helps their bank balance grow in leaps &amp; bounds.
trump is amassing millions from
supporters using lies about election."
IN144ITY,1972patriot,"@1972patriot @GoyimWolfgang @LauraMagdalene4 @realDonaldTrump I don't know how or to what end but GFP stands for green fluorescent proteins, and in association with luciferin and lucifrese, it will be capable of changing your emotional expressions at anytime I believe is what the ultimate goal is, still requires more research.. https://t.co/TAEjiA60J1"
Faith_By_Works,esau72x,"@esau72x I agree. The truth contained in the teachings of Jesus is very simple and easy to follow. But thanks to the false prophets, it has been concealed within their lies and deception."
Koreanfalsechar,GonzalezRyu,@GonzalezRyu @Ooter1 @realDonaldTrump You are brainwashed.
JanetFl62837788,realDonaldTrump,@realDonaldTrump All true Americans support our great PresidentTrump.  Supreme Court and others are trying to steal this election.We will not let this happen.
JanetFl62837788,realDonaldTrump,"@realDonaldTrump President Trump, we love you. So sorry for what you are experiencing with this Democratic Socialist election fraud.
So very disappointed in the judges, Supreme Court, and others in leadership roles who have pretended to be conservative Republicans but were really Democrats."
GonzalezRyu,Koreanfalsechar,@Koreanfalsechar @Ooter1 @realDonaldTrump You must not know him then.
Maraismara1,realDonaldTrump,@realDonaldTrump Yeah Mr Pres you're NOT TAKING IT BECAUSE IT'S A BUNCH OF BULLSHIT! ALL THIS SHIT STARTED TO COVER UP THIER CORRUPTION ON VOTER FRAUD AND NOW WE SIT HERE PAYING FOR THEIR WRONG DOING? GIVE THE VACCINE TO ALL THE POLITICAL RATS NOT TO THE PEOPLE!
Maraismara1,Maraismara1,@SharinStone @realDonaldTrump @JenniferJJacobs I do know it's destroyed my family. It's sad the government is using people as if they're conducting their vaccine trials on lab animals!
Maraismara1,Maraismara1,@SharinStone @realDonaldTrump @JenniferJJacobs Look it up 100 people participated were paid 100k Pounds &amp; each 1 died but the media won't cover it! You don't have to believe me just keep drinking the kool-aid  they're giving u
esau72x,Faith_By_Works,"@Faith_By_Works Believe me, Tele-Vangelists are on this planet by design of Lucifer to keep the simple truth from coming to light.

I am “an old soul”. Seen life over “many lifetimes”. There have been many attempts by Lucifer to silence me."
carter124f,williamlegate,@williamlegate @realDonaldTrump his tweet wasn’t even about the election retard
juju72193477,realDonaldTrump,@realDonaldTrump Considering you have already gotten them all sick anyway they don’t need it!!!!
jacklowry3,realDonaldTrump,@realDonaldTrump You have done a great job as president especially considering that the Democrats and Republicans were against you and don’t forget all the deep state
robnanza3,Sunlove71194249,@Sunlove71194249 @JenSellsCars @realDonaldTrump It most definitely works.  My spouse is almost back to normal.
ErtlKel,realDonaldTrump,"@realDonaldTrump Why should u take the vaccine if you've already had the virus? You already have natural Immunity.
Don't take the vaccine."
screamernyc,realDonaldTrump,@realDonaldTrump But Nervous Nancy and Schmuck Schumer are first on line to get theirs
Thick_of_Things,realDonaldTrump,@realDonaldTrump Failure on all levels.
Koreanfalsechar,GonzalezRyu,@GonzalezRyu @Ooter1 @realDonaldTrump Trump is not a racist. He is just trying to clean the country by getting rid of traitors.
ChtsfSam,realDonaldTrump,@realDonaldTrump The vaccine doesn't work on monkeys. Let's inject you and your staff with bleach.
Leslie49654098,realDonaldTrump,"@realDonaldTrump I'm asking Law Makers to try him for Treason, Sedition, and Negligent Homicide. The @realDonaldTrump belongs behind bars with all his corrupt family and allies! @CNNPolitics @ABCPolitics @CBSNews @SpeakerPelosi @JoeBiden @SenKamalaHarris"
DirtyOrta,Candy_Slice_,@Candy_Slice_ @melitha_russell @GerardBattenUK @realDonaldTrump Why even take the chance is my point. No vaccine for me. Thanks anyway
AmyMill57932772,realDonaldTrump,@realDonaldTrump Why is Pence getting the vaccine? Just another fake statement from you yet again..
sr_dga,realDonaldTrump,@realDonaldTrump Why take the vaccine at all since you already had the CCP virus? You’re immune and should not waste an inoculation on yourself.
19snoopy55,19snoopy55,"@melitha_russell @MoonMam45435991 @SuzanePhD @murray_nyc @realDonaldTrump ....
The FDA ""stipulated they were for patients with mild to moderate cases who are at high risk for serious illness because of age or medical conditions such as obesity or diabetes.""

So, did he actually have it, or was this done cause HE felt he did?"
19snoopy55,melitha_russell,"@melitha_russell @MoonMam45435991 @SuzanePhD @murray_nyc @realDonaldTrump Ya, and we're supposed to believe that......  And just WHO ARE YOU if you really did get this?

.....

https://t.co/zyUoarwfA2"
deshilde,realDonaldTrump,"@realDonaldTrump Hmm,  Are you trying to tell us something?"
KushDragoon,nmlinguaphile,@nmlinguaphile @realDonaldTrump Like you Trump Humpers and Cheetolini are worth a 💩?
KushDragoon,realDonaldTrump,@realDonaldTrump I HOPE YOU ROT IN HELL !
Lisa22186735,realDonaldTrump,"@realDonaldTrump @SaraCarterDC To my president, you have to call for martial law  i can't keep worrying like this and crying all the time.  Please im begging you ,you have more power than you realize.  Do it for your grandchildren please"
GonzalezRyu,Koreanfalsechar,@Koreanfalsechar @Ooter1 @realDonaldTrump Interesting analogy. It's more of a sensationalism. But that is why he's actually racist
Candy_Slice_,DirtyOrta,@DirtyOrta @melitha_russell @GerardBattenUK @realDonaldTrump What’s your point?
angelp247,realDonaldTrump,"@realDonaldTrump They said the vaccine was impossible to have ready in a year. It was, They said they wouldn't be safe and wouldn't take it . Now, they are all fighting to get it 1st or skip the most vulnerable to give it to other groups. Operation Warp Speed👏👏👏👏👏👏👏"
DirtyOrta,melitha_russell,"@melitha_russell @Candy_Slice_ @GerardBattenUK @realDonaldTrump Funny, I haven’t got Bell Palsy. 🤦🏽‍♂️🤷🏽‍♂️"
Trek_Girl_,melitha_russell,"@melitha_russell @MoonMam45435991 @19snoopy55 @SuzanePhD @murray_nyc @realDonaldTrump ""trump is a human being.."" 🤣😂🤣😂🤣😂 that's debatable!"
melitha_russell,Trek_Girl_,@Trek_Girl_ @br4nd032 @murray_nyc @realDonaldTrump So do you. What goes around comes around.
melitha_russell,Trek_Girl_,@Trek_Girl_ @br4nd032 @murray_nyc @realDonaldTrump Not much are you. Wishing the death of another human being. What you wish on others had a way of coming back to roost at your door.
melitha_russell,Candy_Slice_,@Candy_Slice_ @DirtyOrta @GerardBattenUK @realDonaldTrump You can get bells palsy anytime. How do you know these people weren’t around someone else that had it? Nobody knows for certain how it spreads. I have two friends who have it. It causes life long problems at times but not like you got something a whole lot worse.
Koreanfalsechar,GonzalezRyu,"@GonzalezRyu @Ooter1 @realDonaldTrump Because he murdered a foreign (English) spy, who secretly assisted his enemy the Seminole tribe."
AltruisticSpike,williamlegate,@williamlegate @realDonaldTrump You’re an idiot William!
Dharman42495344,realDonaldTrump,"@realDonaldTrump Please don't get the vaccine until you are certain that it is totally safe to do so, and it works."
frankhummer2,williamlegate,"@williamlegate @realDonaldTrump According to the constitution, the electoral college vote doesn't solidify a whole lot, necessarily. This time around, BOTH Trump and Biden have over 270 electoral votes, so other people will have some work to do to decide the winner. Details are in the constitution."
henffmedic_WC,realDonaldTrump,"@realDonaldTrump I would not recommend taking the vaccine, you have already had the China virus.  I don’t take vaccines and definitely will not take this one."
blackmamba604,realDonaldTrump,@realDonaldTrump Nobody gives a fuck @realDonaldTrump
LizAust98282177,realDonaldTrump,@realDonaldTrump What ever you're not doing anything. Since you loss the election. You've had you tail between your legs
Vivian86836891,realDonaldTrump,"@realDonaldTrump I wish you, Joe Biden supporters. Having a son like Hunter Biden and your 12-year-old daughter can legally be raped"
MJSullivan_1701,realDonaldTrump,@realDonaldTrump Not Fancy Nancy
babyname_maven,and_kell,"@and_kell Right.  “I’m not anti vax, but...”"
Tep06930116,and_kell,@and_kell Exactly
bobglomorrison,and_kell,@and_kell It’s a religion
MichaelScolieri,and_kell,@and_kell Unfortunately this pandemic has become a series of beliefs. It’s no different than a religion. Science is not believed. It’s proved or disproved. People believe in masks. But level one data provides no proof they work. It’s not about believing in anything. It’s disgusting.
DarlaShine,and_kell,@and_kell Cute.
and_kell,davidvsherrod45,"@davidvsherrod45 That was before Fauci was so in our face all the time. 🙄 Yet, here he is trying to lie to a congressional committee saying #mmr can't cause brain inflammation better known as encephalitis.

https://t.co/UFEduXbREW"
davidvsherrod45,and_kell,"@and_kell Brilliant! As an illustrator myself, I give this artist high KUDOS. I would have included fascist fauci in there, however"
and_kell,surfthespectrum,@surfthespectrum I know. It's depressing. I wish I had a solution.
surfthespectrum,and_kell,"@and_kell So, what hope is there, for any of us? I’m aware/awake/woke/whatever. Hearing all of it, loud and clear. There’s obviously NOTHING that can stop it. Why should any of us not choose suicide tomorrow over all of this?"
scouterriffic,and_kell,@and_kell This is not a cartoon but I saw someone tweet this yesterday- perfectly describes Covid: https://t.co/50k6HbQw8I
SamCaudell,and_kell,"@and_kell @GrrrGraphics He is good, love that one too."
and_kell,SamCaudell,@SamCaudell Months &amp; months ago...@GrrrGraphics is a great political cartoonist. https://t.co/EvXnrhIpdt
SamCaudell,and_kell,@and_kell Great illustration.
AethiaKink,NovyBDSM,@NovyBDSM @boybondage @DelphiDoggo @bgslave @PupBellus I would reviewer 2 all over their asses
PupGhost,PupBellus,"@PupBellus What an absolute bellend. Even if you did believe it was a non issue, showing such a blatant disregard for the feelings of others is not only moronic, but also sends so many red flags that running away is the only option left"
boybondage,PupBellus,@PupBellus @DelphiDoggo @bgslave Crazy is as crazy does.
boybondage,NovyBDSM,"@NovyBDSM @DelphiDoggo @bgslave @PupBellus To be fair, they did say ‘make’ research. Which I’m just going to assume they mean make up because that’s what they seem to be doing. 💁🏼‍♂️"
PupBellus,boybondage,@boybondage @DelphiDoggo @bgslave It's the first time I've come across this in the UK!! I didn't think medical conspiracy was a thing here. Health are is fucking free.... What do they stand to gain!
NovyBDSM,boybondage,@boybondage @DelphiDoggo @bgslave @PupBellus I wish these people knew half of how difficult doing actual research is 😂
DomTopPupNutz,bgslave,@bgslave @PupBellus You spelled nonce wrong
PupBellus,bgslave,@bgslave Facebook qualified I'd reckon!
VersDoggo,bgslave,@bgslave @PupBellus But he did do his own research on Facebook and YouTube so he knows exactly what he’s on about.
bgslave,PupBellus,"@PupBellus 🙄 this man hasn’t done an ounce of his own research, I guarantee"
cory2603,MrCrazee,@MrCrazee @DarrenPlymouth @LukePollard Did the quick maths for anyone interested. We're on track to have an extra 30k deaths this year compared to previous years.
Achinback1,MrCrazee,@MrCrazee @DarrenPlymouth @LukePollard Interesting to see what the difference is in population numbers.
Dantomlom2,MrCrazee,"@MrCrazee @LukePollard I wonder if him or any of the other Plymouth Labour clowns.. Sorry, councillors were on that CCP list. Or any business they own etc."
DUVALLLLL,NyetMore45,@NyetMore45 @Quicktake Idk. I can’t confirm what sort of solution was in that syringe. We all have our thoughts.
insertfinger1,ArranRana14,@ArranRana14 @Quicktake Did I say anything about the extreme left?
Reits4L,BPositive33,"@BPositive33 @Quicktake it is a small dose Watch the film using the scroll bar and you can literally watch the plunger go down and inject.  That said, may as well be saline."
