Source,Target,weight
CCPvirus_,maggmountains,1
CCPvirus_,lyne_ian,1
Bwhyser9,LilburnLA,1
BurgherDonna,DebarringtonH,1
Bonni_QArmy,CNBCtech,1
BradleyStroud7,maxthelionx,1
BrearleyDominic,simondolan,1
Brawndo12,HowleyReporter,1
BrandonHenrichs,BrandonHenrichs,1
BrandonHenrichs,AVFCJJC,1
Brandon65531284,ChrisWickNews,1
Brandi_Autumn,sallyKP,1
BrandMusubi,marklevinshow,1
BraedenStevens1,Mariemross1887,1
Bradyman309,gtconway3d,1
Bradley_R_Olson,StethoscopeOn,1
Bpierc4,JosephJFlynn1,1
BurGirl59,WarNuse,1
Boweadroit,Preciouslindy,1
BowQueen3,and_kell,1
BottomleyFiona,thereal_truther,1
BottomleyFiona,carnivalist2,1
Boston_Grandpa,Boston_Grandpa,1
BornLondoner,StopNewNormal,1
Boris58970349,RealCandaceO,1
Book_Hog1,revcarth,1
Bonnielt,CCDHate,1
BonnieKParker1,TheAtlantic,1
BreezerGalway,Rosewind2007,1
BrewCitriot,marklevinshow,1
Brian85583133,realDonaldTrump,1
BrianBr48598668,simondolan,1
BulkTruth,ChrisWickNews,1
BulgarianWrath,CNBCtech,1
BuildMyPc,gtconway3d,1
BugsGuNNy_,realDonaldTrump,1
BryninLiz,StopNewNormal,1
BryanVickey,DailyCaller,1
BryanPassifiume,brianlilley,1
Bruce40994353,marklevinshow,1
Broussard2015,JosephJFlynn1,1
Brotein_Sheik,RobbieVdg,1
Brotein_Sheik,JGRAD99,1
BrookePrenderg2,realDonaldTrump,1
BromdenC,CCDHate,1
Brittan60572844,brianlilley,1
Brimmy1967,simondolan,1
BriereJudi,AndrewYang,1
BridportSophie,ChrisWickNews,1
Brianpo21687,ChrisWickNews,1
BrianaBangsxxx,OldHippieDude1,1
BrianGiovinazzo,SevDog1,1
BrianCraigShow,realDonaldTrump,1
JazzyIsta,jamiescot9,1
Jdiaz1791,GeoRebekah,1
Jdstasia,nypost,1
PrepperCarolina,DrMadej,1
ProudAmericanP2,DrMadej,1
ProjectsHogan,RachelNotley,1
ProfGranPops,mrshelpmeet,1
ProdigyGroupLtd,MALlCE_,1
Probohaha,TeamTrump,1
Problem100th,realityhyp,1
Problem100th,gtconway3d,1
PrismPrime,richardursomd,1
PrismPrime,mateous11,1
PrismPrime,DrMadej,1
Preciou20225606,StopNewNormal,1
ProudQchick,realDonaldTrump,1
PrayingMomPS139,PrayingMomPS139,1
Praxial_Logic,eileeniorio,1
Prashan47083749,realDonaldTrump,1
PrabesPrabesh,richardursomd,1
PrabesPrabesh,ARDye71,1
PowerOfOne11,realDonaldTrump,1
PossDoug,masuruha2,1
PortTack8,DailyCaller,1
PorcelainTear,DrMadej,1
PopMobPDX,EffieBombs,1
ProudPa34272969,ChrisWickNews,1
ProudTexan_KAG,JosephJFlynn1,1
Navy_Lady_45,Preciouslindy,1
Pyplate,CCDHate,1
QTran4,CCDHate,1
QTeam45,nypost,1
QSimpleAnswers,DrMadej,1
QPatriota17,RealCandaceO,1
QGraphi,JosephJFlynn1,1
QEDmostly,jonathanstea,1
QColluder,Jennife46248817,1
QBJuan1776,DrLimeback,1
Q93Bu8fcQDYXjqN,realDonaldTrump,1
Q93Bu8fcQDYXjqN,TeamTrump,1
PutSAnskuqala,Lulux96918819,1
Psycobunny,DrMadej,1
PurpleHaze_Tam,DebarringtonH,1
PupGhost,PupBellus,1
PupBellus,boybondage,1
PupBellus,bgslave,1
Punit81539773,Avinash_Yadava,1
PunisherMontee,FreedomFlowers4,1
PunisherFranki2,CNBCtech,1
PumpknSpiceSoul,PumpknSpiceSoul,1
PumpknSpiceSoul,CNBCtech,1
PumpknSpiceSoul,CCDHate,1
PonytaEle,simondolan,1
Polypieter,ZubyMusic,1
Polly01639091,marklevinshow,1
PetrasP6,realDonaldTrump,1
PhotoLawn,GeoRebekah,1
PhoenixWolfJ,DrMadej,1
PhoenixRisingU,KimonaQ,1
PhillyVienna1,AndrewYang,1
Phillip70932970,Phillip70932970,1
Philipthespur58,Nigel_Farage,1
PhilipGarry6,Nigel_Farage,1
PhilipBertrand,CryptoBull2020,1
PharmphoodTM,jonathanstea,1
Pghsheep,DrMadej,1
PeteteAB,Quicktake,1
Polly01639091,RealCandaceO,1
PetersVoodoo,gtconway3d,1
PetersSharlena,TeamTrump,1
Petercu12770518,Grwdds,1
PeterFaberSP,ChrisWickNews,1
PeterDilworth1,keryn_1,1
PeterChave2,SputnikInt,1
Peter19994054,realDonaldTrump,1
PeteHeineken,gtconway3d,1
Pete8813,simondolan,1
PersistGA,GeoRebekah,1
Phtevens_nub,RebelRancher,1
PhuckYourFeelz,RealCandaceO,1
PhuckYourFeelz,realDonaldTrump,1
Phxflyer,realDonaldTrump,1
Polly01639091,Nigel_Farage,1
Polkadotlady28,DrMadej,1
PoliticsAired,simondolan,1
PolishPolackski,CryptoBull2020,1
PleaseDoTheMath,BallouxFrancois,1
PlanetSpurge,CCDHate,1
PitForTrump,CryptoBull2020,1
PintoBlades,DrDanilychevMD,1
PinsonKarlyn,FreedomFlowers4,1
PinkwvPink,DrMadej,1
PinkTaxiRunner,NeilFlochMD,1
Pink4Nikki,simondolan,1
Pinbout_II,ok_debra,1
PillayBenji,PushpaShivaram,1
Pilgrim58192938,BallouxFrancois,1
PietroCanada,CryptoBull2020,1
PieterChrist,eileeniorio,1
PierreAtlas,TheAtlantic,1
PicoDeGallo14,StopNewNormal,1
PiaPinachiodo,DebarringtonH,1
PhyllisHart16,realDonaldTrump,1
QUILAN5G,TeamTrump,1
Q_aNewDawn,ChrisWickNews,1
Qanon_Australia,Qanon_Australia,1
Rebel_Editor,AndrewYang,1
RemindMe_OfThis,CryptoScottyStu,1
Remada951,and_kell,1
Reits4L,Tuh_yonce,1
Reits4L,BPositive33,1
ReginaR36349905,DrMadej,1
Redstar309Z,CCDHate,1
Redeker_,pez_d_spencer,1
Red_or_ded,ZubyMusic,1
RedBeardLiberty,frogg1965,1
RebelounTucson,AndrewYang,1
RebelKnight50,thereal_truther,1
RayAngel12,GeoRebekah,1
ReasonBeing,ZubyMusic,1
RealtorLolita,HowleyReporter,1
RealRobertBoud,realDonaldTrump,1
RealRichWolf,HowleyReporter,1
RealPistolPete7,brianlilley,1
RealKrakens,realDonaldTrump,1
ReadABook_1964,gtconway3d,1
ReArtistron,lavoixtheshow,1
Rayven05239174,StopNewNormal,1
RaymondKooyenga,realDonaldTrump,1
RemindMe_OfThis,MasterClassMill,1
RemindMe_OfThis,Zaknumber10,1
Rena1776,no_silenced,1
Rentruther77,Trumpsta17,1
Richard13648983,gtconway3d,1
RichForrest2,DebarringtonH,1
Rich16228867,realDonaldTrump,1
RicciJer,HowleyReporter,1
Riaan256,CCDHate,1
RhumbaBetty,Preciouslindy,1
RhondaHurley2,Preciouslindy,1
Rhonda52807071,StopNewNormal,1
RhinoWalt3648,TeamTrump,1
RhinoBug,HowleyReporter,1
RheaSmithRusse1,nypost,1
Rfox6445Fox,ChrisWickNews,1
Reynald93063819,SputnikInt,1
RevanchismNK,HowleyReporter,1
ReturnEscape,DrMadej,1
Retrogirl01,AbbyJohnson,1
ResistaSistaKim,GeoRebekah,1
ResistAllBigots,DebarringtonH,1
RepublicRob,RepublicRob,1
RepublicNewYork,Codystillwicked,1
Rep12345678999,HowleyReporter,1
RayVitto,nypost,1
RawSource1,EOTStormPodcast,1
QewpieD,HowleyReporter,1
QuirkyReally,KimonaQ,1
RMcgilis,SpunkyStrings,1
RM4Liberty,PamJCarter,1
RKwan54440056,richardursomd,1
RJFlamingo,RealCandaceO,1
REDPILL2FREEDOM,JosephJFlynn1,1
REALSpiritualG,JosephJFlynn1,1
RDaovda,ChadaChanel,1
R34LBeanz,FreedomFlowers4,1
Qurious1745,tokertimlives,1
QuokkaMimi,richardursomd,1
Quintero_Funes,ABC,1
RawHempSeeds,KimonaQ,1
QuinntisG,alchemytoday,1
QuinntisG,VaxxHappenedBOT,1
QuinnGeeBee,eileeniorio,1
Quincun36705461,realDonaldTrump,1
QuieterNow,GeoRebekah,1
QuietOb84333615,htiekkeith1234,1
Quest4InfoOps2,DrMadej,1
Queenzooch,StopNewNormal,1
QueenBe32178524,simondolan,1
QuantumNorm,realDonaldTrump,1
RUDYSWSRING,DailyCaller,1
Rachel22853538,BusyDrT,1
Rachel34419776,JacquelineS59,1
RachelBrought14,simondolan,1
RavenoakPress,Preciouslindy,1
Raspber77407206,simondolan,1
Raspber77407206,DrMadej,1
RareRareness,ZubyMusic,1
RaquelB60785569,Preciouslindy,1
RaphaelBurner,SimonC43174444,1
RantyCat,CCDHate,1
RandyGarrett123,larabond1,1
RandyGarrett123,FlynnReggie1,1
RandyE93191310,realDonaldTrump,1
Randomp79167343,ChrisWickNews,1
RandomMusingMom,AndrewYang,1
RandalOulton,jonathanstea,1
Ramsbee,marklevinshow,1
RalphSaige,JosephJFlynn1,1
Raji_kaur1,RealCandaceO,1
RaisinBrainBeau,CNBCtech,1
RaghavChopra_,Quicktake,1
RageAtTheElites,realDonaldTrump,1
RafiKhan636,RafiKhan636,1
RacistUnjust,gtconway3d,1
PerformanceBare,shernotcher,1
PerformanceBare,greenarmy62,1
PerformanceBare,comsen2,1
Nutradvance,CCDHate,1
Observero0,TeamTrump,1
OSINTprofession,CCDHate,1
OLDUKIEDUDE,CryptoBull2020,1
OCDeadHead,ChrisWickNews,1
Nyxana14,ZubyMusic,1
Nypatriot1978,jennifer_fallaw,1
Nypatriot1978,Nylon09,1
Nylon09,Nypatriot1978,1
NyetMore45,DUVALLLLL,1
NwachukwuIzuch7,realDonaldTrump,1
NursesTexas,richardursomd,1
NorthYorksChris,Nigel_Farage,1
NursesTexas,masuruha2,1
NurseKiki04,JosephJFlynn1,1
NthnGd4,DebarringtonH,1
NovyBDSM,boybondage,1
NovaXCulphy,NovaXCulphy,1
Nov3EvictTrump,GeoRebekah,1
Noturbitchtx,realDonaldTrump,1
NottingHoodNews,CryptoBull2020,1
Notes2Melody,IvanaMariaB,1
NotSure_MMXXIV,ChrisWickNews,1
ObviousElk,CCDHate,1
OgieIyamu,ZubyMusic,1
OhWellWhatevr,KimonaQ,1
Ohmmmassages,DrMadej,1
Osachi27p,realDonaldTrump,1
OrwellsPipe,InfiniteAgera,1
OrsonWe35330777,DrMadej,1
OrbanDuke,simondolan,1
OperaNowPodcast,CryptoBull2020,1
OpEdWealth,AndrewYang,1
Onxhuman,CryptoBull2020,1
OnneOturkpo,realDonaldTrump,1
OnealVonda,FreedomFlowers4,1
OneOfMany3421,ChiefStevieP,1
OneMurk,ZubyMusic,1
OnAnonAnonAnon,DrMadej,1
OlympedeGouges,RachelNotley,1
OllyOllyInFree,Preciouslindy,1
OliviaDaly16,HowleyReporter,1
Oliver78009846,itsJeffTiedrich,1
OlivaC_Freedom,simondolan,1
Oldbikerfirst,ChrisWickNews,1
OldandMad2017,DebarringtonH,1
OldHippieDude1,BrianaBangsxxx,1
OilSheppard,BallouxFrancois,1
NotAnAndroidv2,simondolan,1
Norrienon,simondolan,1
Osprey0,Nigel_Farage,1
NemiahFelipe3,gtconway3d,1
NickBrook13,Morning03761432,1
NgoloTesla,MyNameIsEarlB,1
NexusSix6,HowleyReporter,1
Newsss15,simondolan,1
NewaiGreen,marklevinshow,1
NewGb85,ZubyMusic,1
NeverFearDR,richardursomd,1
Never452,realDonaldTrump,1
Neuropsy1,Quicktake,1
NetworkBTN,realDonaldTrump,1
NelsonAthony,richardursomd,1
Normal103270532,IvanaMariaB,1
NellyMc1234,HowleyReporter,1
Nelly1899,heavywomble,1
Nelly1899,JSDH_S,1
Nellwillems54,3Groter,1
Nell79629282,gtconway3d,1
NeithButterfly,CCDHate,1
NeilYoungSaveUs,masuruha2,1
NeilFlochMD,matthewtaber,1
Neil78218433,StopNewNormal,1
Neil22281886,JeffCavanagh1,1
NickMalyon1,DrMadej,1
NickNakorn,jonathanstea,1
Nicksthirdeye,JosephJFlynn1,1
NicoDelon,GeoRebekah,1
Normal103270532,Ali79596850,1
NormGeoffrey,CryptoBull2020,1
Nora_m_96,Lulux96918819,1
NoqReport,Preciouslindy,1
NoneyaDBIZ1,TeamTrump,1
NoneDisclosed,simondolan,1
NomDe_Twit,CCDHate,1
NobodyToThinkOf,TurntableKitty,1
NobleHouse888,realDonaldTrump,1
NoToPCBS,ChrisWickNews,1
NoMoeTrouble,DrMadej,1
NoEasyBrushOff,richardursomd,1
NoDogma13,realDonaldTrump,1
Nmenon777,alluvialred,1
Nmenon777,Nmenon777,1
NiorvisRivera1,TeamTrump,1
Nikolai3d,ABC,1
NigelAustinCla1,JosephJFlynn1,1
NicolaPatters17,richardursomd,1
NicolaCairnX,Quicktake,1
Nico_Gaeta,ZubyMusic,1
OsoroSatComs,Just_Odala,1
OttoLeicester,k_klo224743370,1
PerformanceBare,DanielleThearle,1
Patriotpeter2,realDonaldTrump,1
PaulSorrentino3,SputnikInt,1
PaulSRowland,AndrewYang,1
PaulGlancy5nz,masuruha2,1
PaulDal94192007,marklevinshow,1
PaulCorkran,gtconway3d,1
Paul24114180,melayn2001,1
Paul08568353,scottie18975379,1
PattiUSBLUE,DebarringtonH,1
Patsy07973167,masuruha2,1
PatriotsDontSlp,kristenhinkson,1
Patriot_Talk_76,realDonaldTrump,1
Patrick73104604,FreedomFlowers4,1
Patriot_Jewel26,ChrisWickNews,1
Patriot_Editor,Preciouslindy,1
Patriot_1717,CryptoBull2020,1
PatriotSonBgy,JosephJFlynn1,1
PatriotRae,FreedomFlowers4,1
PatriotJ20,marklevinshow,1
PatriotGritt,masuruha2,1
PatriotGates,AndrewYang,1
PatriotCzar,K1erry,1
Patriot79164651,masuruha2,1
PaulTheMartian,StopNewNormal,1
PaulTheMartian,ZubyMusic,1
Paula12046035,GeoRebekah,1
Pauljomo79,eileeniorio,1
PerfectSnot,marklevinshow,1
PerezGuadarrama,realDonaldTrump,1
Perdesthai,jason91474725,1
Pepomatic,k_klo224743370,1
PeopleMatter9,GeoRebekah,1
PensekeBase,ChadaChanel,1
PennyHuxtable,BusyDrT,1
PennQuinnDad,BarkerBuf,1
PeggyBe89852943,nypost,1
PegT,DebarringtonH,1
Peetlief,DrMadej,1
PedroAn11018071,RealCandaceO,1
Pedro59592938,TeamTrump,1
Pearl61156705,realDonaldTrump,1
PeacefulBalanc1,BusyDrT,1
PeaceBwithUsAll,ChrisWickNews,1
Pcox57704507,Pcox57704507,1
PcUQlKZRZlDFHpM,realDonaldTrump,1
PbBelly,gtconway3d,1
PayantCody,ChrisWickNews,1
PaulyBTC,ZubyMusic,1
Patriot1776P,CryptoBull2020,1
Patrick09214012,maxthelionx,1
Out17Spiral,eileeniorio,1
PRAEST,k_klo224743370,1
PabloParler,HowleyReporter,1
PaOndrej,DrMadej,1
PTruths2,and_kell,1
PSandandsun2010,CryptoBull2020,1
PSGInna,SputnikInt,1
PRumci,masuruha2,1
PRryan7,DailyCaller,1
PRheydt,TeamTrump,1
PRFilms1,StopNewNormal,1
PRBloke,lavoixtheshow,1
PPRose145,simondolan,1
Patrici58622588,Geziandme,1
PINKYPIE41,richardursomd,1
PHepden,CCDHate,1
PFr1end,TruthBegetsLife,1
PFerreira71,DrMadej,1
PCapital17,BusyDrT,1
OzTrumps,HowleyReporter,1
OutspokenOne03,GeoRebekah,1
OutragedOf,k_klo224743370,1
OutofSweden,simondolan,1
Outlawpoet1970,Quicktake,1
PadaWon_,realDonaldTrump,1
Paintbug1,CryptoBull2020,1
PalgotZ,ZubyMusic,1
Pallen18Paxton,richardursomd,1
Patrici58622588,ChrisWickNews,1
Patrici41588212,JosephJFlynn1,1
Patrici26077567,richardursomd,1
Patrici26077567,BusyDrT,1
Patrici11306587,realDonaldTrump,1
PatriceKillaKa1,nypost,1
Patguy,GeoRebekah,1
Pat_Tempiano,realDonaldTrump,1
PatPenn2,sandynigeluca,1
PatPenn2,65Houston,1
Pastorlira,marklevinshow,1
PascalFrank1991,diane_marshd3,1
ParryPierce,GeoRebekah,1
Paramedic1941,simondolan,1
PapaBear1713,DrMadej,1
Panntastic,NovaXCulphy,1
Pancho361,HowleyReporter,1
Pamelaclifton01,TeamTrump,1
Pamela_kjb,IdleBoast,1
PamelaB98884515,TeamTrump,1
PamFromPHMI,realDonaldTrump,1
Richard62307945,JosephJFlynn1,1
Richard65786455,TeamTrump,1
Richard70740888,DrMadej,1
SlingerVibe,JosephJFlynn1,1
SoSlickMedia,MrCrazee,1
Snugglemouse69,RellikNevim,1
SnoutCrusher,CryptoBull2020,1
SniCopX,DrMadej,1
SneakyPete531,SputnikInt,1
Snappah1,JosephJFlynn1,1
0383Cap,PhilipVierhus,1
Smoothinez,Andrea_Bacciu,1
SmokinJoe1970,StopNewNormal,1
Smoker9511,ChrisWickNews,1
Slikk501,DrMadej,1
Simonofthe77th,simondolan,1
SlJuventus,ChrisWickNews,1
SkepticalTea,sallyKP,1
SkepticalTea,eileeniorio,1
SkepticalEng,MrCrazee,1
SkartveitNancy,DebarringtonH,1
SissiPalla,BallouxFrancois,1
Sinner_Reborn,ChrisWickNews,1
SinisaCatic,masuruha2,1
SinisaCatic,eileeniorio,1
SimplySofia10,SimplySofia10,1
SolomonSAFP,ChadaChanel,1
SoniaMRobaey,BallouxFrancois,1
SooziScoones,simondolan,1
SophieR66723937,BallouxFrancois,1
Ssbzr1,masuruha2,1
Sqwii,Nigel_Farage,1
Squints21,masuruha2,1
Springy06420703,gtconway3d,1
Sportyfan16,richardursomd,1
Sportsinvestme7,ChrisWickNews,1
SpoonerEdith,realDonaldTrump,1
SpiritKing11,RealJLorraine,1
SpiritKing11,MeganPinkOrchid,1
SpikeMurphy2,ChrisWickNews,1
SpenserOHair,HowleyReporter,1
Spearsronald3,marklevinshow,1
Sparks80079110,Preciouslindy,1
SoundSide24,gtconway3d,1
SoulofDemocracy,realDonaldTrump,1
SouljamomBlack,marklevinshow,1
Soul_Journeys,picphysicians,1
Sota_Dad,AndrewYang,1
SoringFins,SuzanneKirkwo17,1
SoringFins,SoringFins,1
Soriano310ms,nypost,1
SimpleFeather77,CNBCtech,1
SimoneSylvana,CCDHate,1
StPetersShadow,pakiplayer786,1
Severngirl99,richardursomd,1
Shakes320,foley_blaze,1
Shakes320,Royce_P_Jacob,1
Shakes320,PaineReading,1
Shakes320,Blizzard86,1
ShakerMaker123,ChrisWickNews,1
ShahzadFaisalMD,Scimitar_SS,1
ShadyLadyMe,realDonaldTrump,1
Shadowthrowne,ZubyMusic,1
Shaddilay,CryptoBull2020,1
SfMo20170901,danny83444812,1
SeriousnessMr,pixelpanda,1
Silverf34781188,Nigel_Farage,1
SeriousnessMr,SeriousnessMr,1
Serious_Sellout,Quicktake,1
Serious_Sellout,AdamRPoole,1
SergeiKovalenko,ChrisWickNews,1
SerendipitySays,DebarringtonH,1
SerendipityDizl,Preciouslindy,1
Sentinel_Nhan,RickieNJackie86,1
Sendem2Belize,GeoRebekah,1
SendMeThisVideo,biggerick,1
SempreAvanti49,masuruha2,1
ShaneSosMundy,ShaneSosMundy,1
Shannon13603427,DrMadej,1
ShannonSophia5,DrMadej,1
Sharon15492474,GeoRebekah,1
SideeyeSlant,DebarringtonH,1
ShroyerAlbert,Preciouslindy,1
ShortArmOtheLaw,gtconway3d,1
ShivuriDenis,FreedomFlowers4,1
ShiriYung,richardursomd,1
ShiCheverie,brianlilley,1
Sherrysprince,brianlilley,1
SherriE6_26,DebarringtonH,1
SheridanTAustin,DebarringtonH,1
Sherathorington,TeamTrump,1
Sheps2006,JazmineJeep,1
Sheps2006,AalonaMichaels,1
ShellySATX,realDonaldTrump,1
SheilaHurt2,gtconway3d,1
ShawneeEidt,jonathanstea,1
ShawnKeszler,BOOMERVET68,1
ShaunBuchan5,BallouxFrancois,1
Sharpmcv,ChrisWickNews,1
SharonMatney,ChrisWickNews,1
SharonH03204612,GeoRebekah,1
Sharon41392387d,RaphaelBurner,1
StLentner,BallouxFrancois,1
Stacie95436073,BusyDrT,1
SelfEvident1979,DrMadej,1
Suzoo305,AndrewYang,1
TCvnts,HempowerP,1
TCollaborator,TCollaborator,1
TAMaTerese,Nigel_Farage,1
TAMaTerese,Division172,1
SzaboTibor8,masuruha2,1
SzaboBa03768606,simondolan,1
SzaboBa03768606,StopNewNormal,1
SystematicSoul,SystematicSoul,1
SwanSeaFarm,larrystirling,1
Svinal3,realDonaldTrump,1
Suze2u2,marklevinshow,1
Super_Barnet,nypost,1
Suzanne69703297,RaphaelBurner,1
SuzanM_kamal,khalidalbaih,1
Suvali5,MlLLlONARIA,1
SuspiciousActi4,marklevinshow,1
Susie1773,DanDs435,1
SusanWoolnough,simondolan,1
SusanWa68718922,StopNewNormal,1
SusanRLane,MichaelJPartyka,1
SupieraUsted,RealCandaceO,1
Superwoman1950,NatGeoMag,1
TCvnts,JohnBallou12,1
TCvnts,JohnPerino6,1
TCvnts,McKaylaRoseJ,1
TCvnts,NocateeFl,1
TSnoman,KimonaQ,1
TRex28008500,GeoRebekah,1
TRetrogirl,ChrisWickNews,1
TRealist21,richardursomd,1
TRUMPNeverCRUZ,CryptoBull2020,1
TRUMPCEETY,Preciouslindy,1
TRUMP8YEARS2017,realDonaldTrump,1
TPUK_Romford,Guy2Plain,1
TMTate4Liberty,RealCandaceO,1
TMI070857,GeoRebekah,1
TLxx79,masuruha2,1
TKkount,realDonaldTrump,1
TJ0055,SannaSmulan,1
THumphreyson,ashley_landry14,1
THANKS8j,nypost,1
TEEZYMEEBY,Lulux96918819,1
TDeconditioning,dgaf_renegade,1
TCvnts,nursegalmom,1
TCvnts,ThomasHoufek,1
TCvnts,TheFutureIsYang,1
TCvnts,RichardHasse,1
SuperboffinLA,realDonaldTrump,1
SunnySideRick1,KimonaQ,1
StacyHerlihy,Rosewind2007,1
Stela53264289,AndrewYang,1
SteveLawson327,GeoRebekah,1
Steve11946847,maleflightnurse,1
StethoscopeOn,ximenaanemixx,1
StethoscopeOn,StethoscopeOn,1
Stephnwolf77,CryptoBull2020,1
Stephencox1965,MrCrazee,1
StephaniesAvro,ChrisWickNews,1
Stephan73796722,DrMadej,1
Stephan01523714,AndrewYang,1
Stella_fromHK,Nigel_Farage,1
Stefani94460352,BusyDrT,1
Sunflow59601222,ChrisWickNews,1
SteelinTN,richardursomd,1
Stayinghappy20,realDonaldTrump,1
Starrla1979,PintoBlades,1
Starrla1979,DrDanilychevMD,1
StarnetHolding,Quicktake,1
StarlightRoad,CCDHate,1
StarlaRose2020,realDonaldTrump,1
StarWarsFan888,marklevinshow,1
StappElizabeth,KimonaQ,1
StanHalbert,DebarringtonH,1
SteveZodiac6,DrMadej,1
StevenOKane2,StevenOKane2,1
StevenOKane2,Tinyt1m,1
StevenWoosnam,richardursomd,1
SugarpieSugar,HowleyReporter,1
Sugar_Sev,FreedomFlowers4,1
SufficientlyWh1,pro_chrono,1
SufficientlyWh1,ajd121,1
SueScot11846482,nypost,1
SueOdom05438034,marklevinshow,1
Sudan_Trending,khalidalbaih,1
SucksTwidder,RealCandaceO,1
StvJnsn,KimonaQ,1
StultzNancy,GeoRebekah,1
StudentOfCrypt1,richardursomd,1
StuartSnyder13,nypost,1
StuartLancast73,simondolan,1
Strongbad34,Strongbad34,1
Strongbad34,2k20Bryant,1
StormieNighte,richardursomd,1
Storm12863031,marklevinshow,1
Stop_SelfInjury,Nigel_Farage,1
Stop_NwoTyranny,JosephJFlynn1,1
StonefaceDorey,glori4112,1
StolzDianna,marklevinshow,1
Semple521,GeoRebekah,1
Selenajade1224,GeoRebekah,1
RichardBligdon,CathyCathyFox,1
RoseAmaya9,sixfiguremobile,1
RoxanneGard79,DrMadej,1
Roussos90,Hasampouli,1
Roula1074,and_kell,1
Roula1074,HowleyReporter,1
RossNCVince,HowleyReporter,1
RosieM1919,gtconway3d,1
Rosewind2007,nickser1972,1
Rosemar00115445,BusyDrT,1
RoseHugsCats,TeamTrump,1
RoseDC11,KimonaQ,1
RoseAmaya9,realDonaldTrump,1
RonaBlack44,FreedomFlowers4,1
Rose53233,CryptoBull2020,1
Rosalinde2806,Nigel_Farage,1
RosaWal90673631,Nigel_Farage,1
RoryCarlin,nypost,1
RooseJan,RealCandaceO,1
RooseJan,GreveChad,1
Room101SmithWin,Room101SmithWin,1
RoofeDion,realDonaldTrump,1
Ronnieweatherl6,FreedomFlowers4,1
Ronnieb99065872,ChadaChanel,1
Roxy49278108,JosephJFlynn1,1
RoyCarloCordova,Jerusalem_Post,1
Royce_Montanna,GeoRebekah,1
Rsb366,Rsb366,1
SDPHavant2019,xzlod,1
SCartechine,realDonaldTrump,1
SCRAP_IRON_RYAN,simondolan,1
SCBRAVERMAN,gtconway3d,1
SBidochka,marklevinshow,1
SBHS_PLACE,Quicktake,1
S42sr,keryn_1,1
Ryavery73,ZubyMusic,1
Ryanesq1,GeoRebekah,1
RyanSmi82971580,RyanSmi82971580,1
RyanMarino,jonathanstea,1
RyanHol62473773,KimonaQ,1
RyanAHarber,TeamTrump,1
RustyCrab15,feclasby,1
RustyCrab15,DailyCaller,1
RustyBJohnson1,DebarringtonH,1
RussellOkung,RussellOkung,1
RupertaMargate,simondolan,1
RulesIsabelle,gtconway3d,1
RuelGolden,realDonaldTrump,1
Rudolphusss,HowleyReporter,1
RonaldJWaldron,AndrewYang,1
RonWest3,ChrisWickNews,1
SEMPER10142770,GeoRebekah,1
RidinwithBiden4,GeoRebekah,1
RitaWilliamsRo2,gtconway3d,1
RitaBrosnan,gearoid_og,1
RitaBrosnan,eileeniorio,1
RiskCap,swampfireian141,1
Risingupdown,GeoRebekah,1
Ripples04270961,GAB91818928,1
Rio_Nolanda,edward_farina,1
RingTheKing20,Quicktake,1
Rimmyrimsky,k_klo224743370,1
RightnowSmd,CryptoBull2020,1
Riconee1,TeamTrump,1
Rolo_Tamasi,simondolan,1
Rickyboy1870,DrMadej,1
Ricky37927130,DrMadej,1
RickRod53192379,GeoRebekah,1
RichettiCydni,nypost,1
RichersonJulie,CCDHate,1
RichardKing633,simondolan,1
RichardJVance,gtconway3d,1
RichardJVance,JunieRascal,1
RichardGSchulm2,DrMadej,1
RichardEStark,DebarringtonH,1
Rita_Banerji,DrMadej,1
Rita_Banerji,Scimitar_SS,1
RobMarieMartin,HowleyReporter,1
RobWilk59166196,nypost,1
RollingLotusJS,Bluejay_m7,1
RolandBrierre,PaulReveresHat,1
RohlinInc,DrMadej,1
RogerXMathew,Nigel_Farage,1
RogerJu70419928,HowleyReporter,1
Rodrigolealre,ZubyMusic,1
RodRiosDeepDive,Scimitar_SS,1
RodAVanier,brianlilley,1
Rod78130591,Preciouslindy,1
Rocket54441,realDonaldTrump,1
RockNRollTaboo,realDonaldTrump,1
Rochy31351567,ABC,1
RobynCohenMD,MollyBillings2,1
RobinEa82150836,ChrisWickNews,1
Robertcdick,ChrisWickNews,1
Robert75129369,gtconway3d,1
RobbieVdg,Quicktake,1
RobbieVdg,JGRAD99,1
RobbieVdg,Andrea_Bacciu,1
Rob_AirOne,realDonaldTrump,1
Rob_AirOne,blazytrailz,1
SDudikoff,nypost,1
SENTBYTHEQTEAM,ChrisWickNews,1
SeelNet,realDonaldTrump,1
Sattar57866017,GeoRebekah,1
ScharaTonya,ChrisWickNews,1
Scarysota63,GeoRebekah,1
ScaliaCesar,vampyanji,1
ScaliaCesar,CNBCtech,1
SaysTwat,AustralianEuro2,1
SaveOurUSPS,GeoRebekah,1
Saundraharbiso2,GeoRebekah,1
SauleGreta,masuruha2,1
Saucy_Sis,ABC,1
SaturnCypher,ChrisWickNews,1
Satickj,ChrisWickNews,1
Santaniego,TheAtlantic,1
SassyCerts1,realDonaldTrump,1
SassUnchained,KimonaQ,1
SaskPatriot,mama_crypto,1
Sarscov27163346,reeta_iceburg,1
